Year,Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)",Population ages 0-14 (% of total population),"Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)",Population ages 15-64 (% of total population),"Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)",Population ages 65 and above (% of total population),"Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)",Population growth (annual %),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Researchers in R&D (per million people),Sex ratio at birth (male births per female births),Technicians in R&D (per million people),POP,NMR,DEATHS,BIRTHS
2006,40.6789850828759,19.666880562206,21.0121045206699,4.53345993781594,5.53128266099999,14.9362071305406,10440102.0,13.5885879308237,10926088.0,16.4997519761823,21366190.0,4.13060763494524,5.03251474735552,4.9245203580625,5.9359545678268,7.42830217446122,8.85655229087253,71.0838221192078,52810650.0,68.7370816421931,48874500.0,73.8065749396379,101685150.0,7.8918031770083,9.29025506737915,7.20837797802921,8.36625793092035,6.85698299331381,7.79117679334701,6.23743244030952,7.0332997397809,7.18927429684909,7.78373634255486,8.30487628054302,8.60813813961739,7.67729690769958,7.42718246548131,6.53666672457826,5.91821925793779,3.40606866940107,2.73175691174663,13.9799707502516,13579175.0,17.6743304269832,6419122.0,9.69367308417981,19998297.0,6.21778384893323,4.31253772549308,4.09250094133399,2.47613967469828,4.04641998385078,1.98006867956556,3.31762565286525,0.924927004422894,-0.327445270108383,76829928.0,53.7085795041113,66219710.0,46.2914211935371,143049637.0,3235.55078125,1.059,517.945,143701958,1.41,2166703.0,1479637.0
2007,40.3502643679715,19.5499973424823,20.8002670254892,4.65516385499593,5.68825392055969,14.8202549631652,10332031.0,13.461182445283,10832051.0,16.3995624924395,21164082.0,4.17262086489119,5.094573941682,4.63339772539591,5.61673463019783,7.001168601827,8.34663315679924,71.2503110988521,52891240.0,68.9098424954736,48857848.0,73.9700480067147,101749088.0,8.01979109676639,9.45132728389737,7.30618496929215,8.51475428570954,6.9378956343921,7.86206494398726,6.34726820415865,7.16294037076806,6.80491203161457,7.37444969291874,8.27991279066007,8.59151336397065,7.78512042134277,7.54035994404598,6.83588290831086,6.17586312891476,3.59170583710902,2.95014183570308,13.9294339379828,13530990.0,17.6289750592434,6360954.0,9.63038950084581,19891944.0,5.84676032455129,4.0145408835074,4.31621972964382,2.62643216557518,3.92864404130167,1.94007055849892,3.53735096374664,1.0493458932643,-0.17108203294568,76754261.0,53.7475579626622,66050853.0,46.2524420373378,142805114.0,3276.58129882813,1.06,511.3348,143407480,2.55,2080445.0,1610122.0
2008,39.7720286867689,18.9813192893855,20.7907093973834,4.79477094814252,5.86280301897597,14.8747283715676,10358752.0,13.497584575789,10873787.0,16.4761494614717,21232539.0,4.2596188284806,5.20704888252208,4.4431947991659,5.40629755997366,6.48548177888691,7.74369417890504,71.5450730452658,53154264.0,69.2606768319711,48970866.0,74.201498819307,102125130.0,8.04286668647118,9.49498614065679,7.47172678459991,8.74529911362072,7.01083216580968,7.93992273461413,6.49417081575381,7.31502886117066,6.48043760092865,7.03488007074643,8.13790144297612,8.45337215071523,7.91118770918739,7.67374087356961,7.06210131796551,6.35640019838784,4.1639705293919,3.44417449692054,13.5801985831666,13232211.0,17.2417385922399,6152485.0,9.32235171922131,19384697.0,5.04061499168816,3.43539679574001,4.72169958627017,2.86838556588288,3.71020249368534,1.83456902239211,3.76922152059627,1.18400033520631,-0.0439492591634852,76745227.0,53.764855283497,65997139.0,46.235144716503,142742366.0,3153.67724609375,1.057,486.88029,143359355,2.58,2075954.0,1713947.0
2009,39.2116702705845,18.2936919273964,20.9179783431881,4.9475022501708,6.04921215185374,15.0260237510162,10466274.0,13.6322661576579,10988686.0,16.6471027919813,21454960.0,4.36900994102215,5.34138691247533,4.31575396646493,5.25650372765225,5.97206985503927,7.13328190587382,71.8330578525443,53452865.0,69.6220710082735,49114217.0,74.4046559914006,102567082.0,7.9706511203458,9.46106305440626,7.64469600287189,8.96748741867175,7.08346096257887,8.03632585409574,6.64075216256754,7.45568978615555,6.26030502165869,6.81451762868932,7.88271952551208,8.21201959465229,7.99479791649834,7.76640459392248,7.2146412776035,6.47249941268336,4.95797716359752,4.08536674225009,13.1409183964395,12856608.0,16.7456628340686,5906698.0,8.94824121661804,18763306.0,4.15586782897524,2.83156083714573,5.17429351151698,3.11009892023564,3.43032467496575,1.69943223779488,3.98517681861063,1.3071492214418,0.0301077605196216,76775747.0,53.7700455135806,66009601.0,46.2299537879181,142785349.0,3090.63232421875,1.057,474.11193,143427695,2.63,2010543.0,1761687.0
2010,38.7954715722205,17.7532612879323,21.0422102842882,5.06259340379078,6.18828667383188,15.1605885062166,10564440.0,13.7564327158649,11092380.0,16.7931244508558,21656820.0,4.47655731636759,5.46255655856512,4.21728199570653,5.14228121845884,5.50104622634239,6.60737399343826,72.0484598998375,53680456.0,69.8997347213847,49240386.0,74.546666375984,102920842.0,7.86056825605071,9.38649111244764,7.76095940517129,9.09138151430899,7.16360756841052,8.15944133003993,6.77239676570068,7.55827624005502,6.18357524307792,6.76397727215768,7.50699329281488,7.82856357082169,8.06135917680456,7.86730297587598,7.34191113189114,6.56986807737144,5.74731765512066,4.71399028946741,12.7909515939459,12551469.0,16.3438325627504,5720337.0,8.66020917316017,18271806.0,3.45870540373779,2.3764342970692,5.45948091045163,3.24672796286622,3.26806606325094,1.6258902182119,4.15758018531,1.41115669501286,0.0448957880908489,76796366.0,53.7603447142145,66053102.0,46.2396552857855,142849468.0,3086.45458984375,1.058,474.22877,143493100,1.68,2028516.0,1788948.0
2011,38.9993973749349,17.6485828588074,21.3508145161275,5.20072000297038,6.35593040814606,15.3603646452539,10710141.0,13.9412099338821,11249176.0,17.0088232127401,21959317.0,4.56321842758178,5.55632576411562,4.17727150332996,5.09656704047841,5.06940208623085,6.13609604857075,71.9427580916669,53646457.0,69.8306886329181,49203562.0,74.3960910274643,102850020.0,7.61390479013604,9.12569663479571,7.89500753016119,9.24586801703099,7.24411105478649,8.28849551008114,6.87275061133255,7.62866675752363,6.20980528096284,6.82305373285009,7.08915038347582,7.392244141026,8.13655381109177,7.98444054068068,7.45664922244711,6.66686071399133,6.2433538622934,5.10466893091398,12.6968772630792,12467014.0,16.2281014331998,5684557.0,8.59508575979562,18151571.0,3.15609907880224,2.22313627005791,5.50544213323702,3.23679607090203,3.28531096082814,1.6443384838499,4.28124926033238,1.49081493498578,0.077981777433695,76823612.0,53.7374956093572,66137295.0,46.2625036931203,142960908.0,3124.333984375,1.058,490.53247,143533961,2.23,1990015.0,1750159.0
2012,39.9160937568821,17.9509819627264,21.9651117941557,5.39256283133089,6.58951611287061,15.6987743912697,10961083.0,14.2519923289711,11519832.0,17.377253905564,22480915.0,4.66078392490514,5.66948697941057,4.19864557273506,5.11825081328277,4.7072047895168,5.70345796844913,71.4714063827701,53361333.0,69.3823113372207,48986951.0,73.895063220067,102348284.0,7.18763602306022,8.63589615713479,8.04896580941957,9.45594718468107,7.32591208358693,8.41859312128643,6.93850589815662,7.68473177563596,6.30932321488078,6.94200902135615,6.70926978133295,7.01154746672112,8.10118077471631,7.97076111145556,7.54504498446045,6.76602237844073,6.50926797809007,5.30609703490605,12.8298192259602,12586715.0,16.3656963338082,5785807.0,8.72768287436904,18372522.0,3.33644657404562,2.41439094566172,5.17109452999106,3.00398218198125,3.50289198479865,1.76691555037721,4.3552632449729,1.54239419634886,0.168305035277726,76909131.0,53.7068486038391,66292589.0,46.2931506999244,143201721.0,3089.55810546875,1.059,475.24238,143645489,1.88,1971044.0,1844158.0
2013,41.0149884060867,18.3480841251864,22.6669042809003,5.54510273480803,6.77480370321132,16.0741100045898,11244003.0,14.5977053057692,11823469.0,17.7846889359534,23067472.0,4.78102971596466,5.80809568175705,4.27157285499654,5.20178955098501,4.47515965617947,5.43052469157925,70.9144473873167,53031837.0,68.8494243514798,48735355.0,73.3070060812201,101767192.0,6.65024764425535,8.00073963580936,8.08252322768207,9.52108363918572,7.47760876504427,8.62696492096561,6.99653454900604,7.74409383727095,6.44507802577463,7.07801374901488,6.38784487945274,6.69836822179322,7.95574900985265,7.84970704118116,7.66182320259512,6.89809658114796,6.7168553916374,5.45941376327198,13.0114426080935,12749985.0,16.552870342751,5922345.0,8.90830498282655,18672330.0,3.87234569433833,2.82548721480889,4.45561063305341,2.57222875214475,3.86723680530886,1.94967270598114,4.35767721005039,1.56091630989178,0.212950704549247,77025825.0,53.6739164632828,66481170.0,46.3260835367172,143506995.0,3064.15551757813,1.057,483.31047,143786233,1.71,1932196.0,1825149.0
2014,42.3479961246653,18.917367846649,23.4306282780163,5.67089809613515,6.92898736345985,16.4601039456127,11536700.0,14.9528449928609,12136167.0,18.2044900923976,23672867.0,4.91135154768287,5.96056139215379,4.37059534904284,5.31494133678393,4.3280792117664,5.25251003943257,70.2503744843455,52617506.0,68.1981334422241,48416349.0,72.6254811886076,101033855.0,6.09253379085928,7.3468382199872,8.01578018042092,9.46266262283905,7.64204022112629,8.83499670514361,7.05586556358377,7.82118226112658,6.58345442058595,7.20272292260587,6.16779325796048,6.4939105225765,7.70638998203067,7.63871107652325,7.74116358046674,6.99842956617059,6.86503323342362,5.57351725220236,13.2895215700419,12999674.0,16.849021564915,6113272.0,9.17002871899486,19112946.0,4.6114047144943,3.35403267380934,3.67831315645971,2.13279545878735,4.25983105090359,2.12604920052728,4.29947264305742,1.55715138587089,0.217642262118,77153880.0,53.646264994708,66665787.0,46.353735005292,143819667.0,3086.5908203125,1.06,496.61687,143933363,1.82,1932690.0,1826665.0
2015,43.8156270360808,19.5812163649011,24.2344106711797,5.81826941349646,7.10906898214608,16.8510270863284,11831782.0,15.3115799687669,12450020.0,18.6312158722624,24281803.0,5.0263884693752,6.10306769123895,4.46692208589526,5.41907919887739,4.22564440558043,5.12568457633544,69.5334729636981,52149057.0,67.4864066284586,48046501.0,71.9006634260955,100195558.0,5.56873379598148,6.72337088560618,7.90330993822924,9.35870326177075,7.75932162434791,8.96666204962976,7.12793197857275,7.93650832689501,6.70521492117798,7.28918186515845,6.08681704142801,6.44728698402144,7.33469621199726,7.28934210130629,7.79862497128283,7.1039757084981,6.97611173986068,5.65994766687412,13.6154999499735,13292585.0,17.2020134027745,6326925.0,9.46812070164204,19619509.0,5.32997932054752,3.8614355303088,3.06374239401963,1.80387296731596,4.49876216015572,2.22532682864007,4.30952952805164,1.57748537537721,0.192557946508244,77273424.0,53.6260253786333,66823446.0,46.3739746213667,144096870.0,3109.76318359375,1.059,483.64295,144071341,1.47,1899391.0,1807544.0
2016,45.1662824292761,20.1811754540424,24.9851069752337,5.9255890941582,7.23713375522318,17.2113708069139,12103904.0,15.6425457102717,12739401.0,19.0241680181282,24843305.0,5.17392885266046,6.28705235930443,4.54302776345308,5.49998190360055,4.19143946002228,5.07919029705004,68.886519921298,51718289.0,66.838410659792,47714165.0,71.2531360376942,99432454.0,5.12540858051706,6.18397975407658,7.66003182835238,9.09880576909798,7.90066569065204,9.13166375028564,7.20631808028203,8.06659353191086,6.79885307890363,7.34660935900028,6.10728092040103,6.50085279607345,6.91931463179273,6.88486782494566,7.86061960966657,7.21798863358949,7.06847877920226,5.74258432166425,13.9021092717881,13555902.0,17.5190436299362,6510735.0,9.72269594417762,20066638.0,5.76139649836703,4.16225802898771,2.80335936374662,1.70740067277013,4.52820049997985,2.21903969534531,4.42608726784274,1.63399754707446,0.170245238698228,77378095.0,53.6073233476231,66964302.0,46.3926766523769,144342397.0,2959.9658203125,1.059,460.89708,144133052,0.87,1862824.0,1741361.0
2017,46.3914948288899,20.8108839356498,25.5806108932401,5.8843591670644,7.18079231228194,17.4741102485831,12299612.0,15.8844163875383,12949907.0,19.3095454022489,25249519.0,5.36279390587584,6.51841925406416,4.63726331459808,5.61033383590284,4.22180803380329,5.10903479028916,68.3099791398618,51294558.0,66.244699456453,47411134.0,70.6945180916504,98705692.0,4.79257969513009,5.77551178181408,7.25826572518374,8.62984368746844,8.0684762029992,9.3496881062532,7.29616723281365,8.20712226256502,6.86858275111394,7.40134632416967,6.20792619287593,6.61455987252077,6.55077048843538,6.53877523728267,7.82671328587173,7.21968598666534,7.15340984822603,5.8489500426221,14.2159106115551,13837773.0,17.8708841560087,6703754.0,9.99593650610064,20541527.0,5.98738039654019,4.31490777141283,2.97660712842144,1.87668181831042,4.24765411131863,2.06212761026934,4.65924251972846,1.74221930610805,0.106870569429971,77431943.0,53.5873289964501,67064796.0,46.4126710035499,144496739.0,2825.53955078125,1.059,451.2263,144157561,1.98,1791688.0,1552212.0
2018,47.3773206138809,21.4291839797377,25.9481366341432,5.72835358617625,6.98548697382881,17.6066010083569,12389108.0,16.0079760108057,13048532.0,19.4508856561455,25437640.0,5.52047306582046,6.71222959815048,4.75914935880901,5.7531690841662,4.30381317626198,5.20355067280555,67.8530449494985,50892306.0,65.757986462924,47140320.0,70.2700496935298,98032627.0,4.59061712254094,5.52625959930507,6.75712399334438,8.03696232833232,8.12734350782215,9.44129233031273,7.46555844392606,8.44021929050968,6.93966309343071,7.47498250790382,6.35267379796346,6.75526460176475,6.24772197011676,6.26524784798921,7.69654064492351,7.13343795826902,7.27693071259402,5.9928325563377,14.5403540421446,14111932.0,18.2340375262703,6895660.0,10.2790646503247,21007592.0,6.16560971890377,4.43412541156672,3.45513449703753,2.20421963056672,3.65599908908283,1.77114816220041,4.95729422124618,1.86957144599083,-0.0130668924933287,77393346.0,53.5676166800889,67084512.0,46.4323826333445,144477859.0,2787.24633789063,1.058,437.83869,144066488,0.74,1796332.0,1462083.0
2019,48.2971795900582,22.1066590453711,26.1905205446871,5.50810173428728,6.71236147526171,17.6608351756578,12418825.0,16.0595737039341,13084527.0,19.5068625820593,25503352.0,5.65713017035102,6.88120175994504,4.89434179929578,5.91329934685251,4.41124913908032,5.32731941866828,67.4321659554861,50490382.0,65.2923299003536,46885888.0,69.8990934827739,97376270.0,4.47168785487661,5.37064401297816,6.24144305658367,7.43657477038091,8.09408999640561,9.42358414274499,7.65605649728047,8.68521145524756,7.01876147432437,7.57930389765212,6.50614360548694,6.89322369045156,6.04809733747465,6.09839955658966,7.47115204338872,6.96916119644332,7.37364889545218,6.11567134161731,14.9069988688561,14420523.0,18.6480963957124,7106117.0,10.5940439351669,21526640.0,6.30262044715193,4.53668527139872,4.09894987418985,2.60677951500266,3.01924119650065,1.47716489066284,5.22728487786993,1.97341425810264,-0.0495686654330689,77329730.0,53.5501227145566,67076532.0,46.4498779715861,144406261.0,2749.4853515625,1.058,,143877288,1.98,1779537.0,1343810.0
2020,49.2237489015613,22.8402919746012,26.3834569269601,5.22718382981161,6.36782674827845,17.6804678846996,12400538.0,16.07384877578,13072267.0,19.5324621973671,25472805.0,5.8234307414406,7.08832518971759,5.02323420452775,6.07631025937104,4.52053559566239,5.45001053469225,67.0134619314898,49997978.0,64.8084747155938,46550419.0,69.5552117218867,96548398.0,4.3905168759344,5.2673742147988,5.75073999037104,6.86356414509952,8.01403282894122,9.36619737465889,7.80030432262515,8.85877439337114,7.11235266777141,7.7267931787705,6.64598853339311,7.00342600728422,5.98624430134105,6.08424675885986,7.13055613496762,6.68303964219774,7.45720346458637,6.25178547215379,15.3060701838106,14748768.0,19.1176765086263,7303167.0,10.9123260807462,22051936.0,6.43301797051181,4.63687303132384,4.71960347528735,2.98146278533479,2.52261722125843,1.25814102863183,5.4424378415687,2.03584923545572,-0.230950388878624,77147284.0,53.5473054858739,66925854.0,46.4526938273947,144073139.0,2724.9072265625,1.058,,143487955,0.74,2035409.0,1300895.0
2021,49.9543256236939,23.3830073799692,26.5713182437247,4.93708111660883,6.01503500563047,17.719607735911,12429873.0,16.1030844943038,13109483.0,19.5836116184673,25539356.0,5.96543140311246,7.26619205859048,5.20057197458248,6.30238455424637,4.62148956410059,5.56601131857708,66.6869722769909,49738447.0,64.436893988415,46377807.0,69.2815249304937,96116255.0,4.37665973043799,5.2503656611202,5.33416851438346,6.3670770607751,7.8092934809314,9.16323622995226,7.97582782566741,9.06812127021225,7.22019757110969,7.89160291102035,6.7661317342464,7.09114109217104,6.03108825119011,6.16569533312,6.75316237704067,6.34061349575637,7.54887493930728,6.3776605577891,15.5934199870981,15021072.0,19.4600215172812,7453799.0,11.134863451039,22474871.0,6.5627965086879,4.72833179596261,5.10026197175035,3.19278842516652,2.31569137222729,1.19358327435621,5.48127166461568,2.02015995555362,0.0397933936830454,77189393.0,53.5552174733002,66941089.0,46.4447825266998,144130482.0,,1.057,,142847266,0.75,2022221.0,1262410.0
2022,50.3808692284498,23.7570635496851,26.6238056787646,4.7119721104504,5.73895249258943,17.7042504188661,12427592.0,16.0875529723144,13108476.0,19.5686282917945,25536068.0,5.95652869465382,7.25556481811563,5.41905216721018,6.57411098108941,4.75824532994203,5.72819342737023,66.4978203042189,49611651.0,64.2224225049695,46302765.0,69.1218123925832,95914417.0,4.46183751568756,5.34467984460464,5.05559566557834,6.02712686044897,7.46183791566241,8.7673652480646,8.18758196016914,9.33399943022038,7.3427041161657,8.06450487372561,6.86124084094687,7.16758554182204,6.1516190085235,6.29090622709133,6.411187848795,6.02989808973548,7.5305723034989,6.36755284949996,15.797929276915,15210492.0,19.6900245227161,7575957.0,11.3095593156223,22786449.0,6.66557959523397,4.81008925649681,5.3039516624974,3.28456212814102,2.45727646053946,1.30274558816206,5.26321680444531,1.91216234282238,0.0738301203937616,77249735.0,53.5575275402787,66987198.0,46.4424724597213,144236933.0,,,,142183583,0.75,2008306.0,1227804.0
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141505279,0.75,1988585.0,1199533.0
